Location,Poverty Level,TimeFrame,DataFormat,Data
BUFFALO RE-4,Eligible for Free Lunch,2014,Percent,0.14603
BUFFALO RE-4,Eligible for Reduced Price Lunch,2014,Percent,0.10794
BUFFALO RE-4,Eligible for Reduced Price Lunch,2012,Percent,0.11285
BUFFALO RE-4,Eligible for Free Lunch,2012,Percent,0.22257
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2014,Percent,0.25397
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2012,Percent,0.33542
BUFFALO RE-4,Eligible for Free Lunch,2012,Number,71
BUFFALO RE-4,Eligible for Reduced Price Lunch,2012,Number,36
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2012,Number,107
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2011,Number,100
BUFFALO RE-4,Eligible for Reduced Price Lunch,2011,Number,38
BUFFALO RE-4,Eligible for Free Lunch,2011,Number,62
BUFFALO RE-4,Eligible for Reduced Price Lunch,2010,Number,51
BUFFALO RE-4,Eligible for Reduced Price Lunch,2011,Percent,0.123
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2011,Percent,0.3236
BUFFALO RE-4,Eligible for Free Lunch,2011,Percent,0.2006
BUFFALO RE-4,Eligible for Reduced Price Lunch,2010,Percent,0.164
BUFFALO RE-4,Eligible for Free Lunch,2010,Percent,0.232
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2010,Percent,0.395
BUFFALO RE-4,Eligible for Free Lunch,2009,Number,63
BUFFALO RE-4,Eligible for Reduced Price Lunch,2009,Number,43
BUFFALO RE-4,Eligible for Free Lunch,2010,Number,72
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2010,Number,123
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2009,Number,106
BUFFALO RE-4,Eligible for Reduced Price Lunch,2009,Percent,0.1405
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2009,Percent,0.3464
BUFFALO RE-4,Eligible for Free Lunch,2009,Percent,0.2059
BUFFALO RE-4,Eligible for Reduced Price Lunch,2013,Percent,0.11006
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2013,Percent,0.28931
BUFFALO RE-4,Eligible for Free Lunch,2013,Percent,0.17925
BUFFALO RE-4,Eligible for Free Lunch,2013,Number,57
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2013,Number,92
BUFFALO RE-4,Eligible for Reduced Price Lunch,2013,Number,35
BUFFALO RE-4,Eligible for Reduced Price Lunch,2008,Number,32
BUFFALO RE-4,Eligible for Free Lunch,2008,Number,56
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2008,Number,88
BUFFALO RE-4,Eligible for Free Lunch,2008,Percent,0.1905
BUFFALO RE-4,Eligible for Reduced Price Lunch,2008,Percent,0.1088
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2007,Percent,0.31
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2008,Percent,0.2993
BUFFALO RE-4,Eligible for Free Lunch,2007,Percent,0.16
BUFFALO RE-4,Eligible for Reduced Price Lunch,2007,Percent,0.15
BUFFALO RE-4,Eligible for Reduced Price Lunch,2007,Number,49
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2007,Number,99
BUFFALO RE-4,Eligible for Free Lunch,2007,Number,50
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2006,Number,100
BUFFALO RE-4,Eligible for Reduced Price Lunch,2006,Number,38
BUFFALO RE-4,Eligible for Free Lunch,2006,Number,62
BUFFALO RE-4,Eligible for Reduced Price Lunch,2006,Percent,0.1279
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2006,Percent,0.3367
BUFFALO RE-4,Eligible for Free Lunch,2006,Percent,0.2088
BUFFALO RE-4,Eligible for Free Lunch,2005,Percent,0.2517
BUFFALO RE-4,Eligible for Reduced Price Lunch,2005,Percent,0.1192
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2005,Percent,0.3709
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2005,Number,112
BUFFALO RE-4,Eligible for Free Lunch,2005,Number,76
BUFFALO RE-4,Eligible for Reduced Price Lunch,2005,Number,36
BUFFALO RE-4,Eligible for Reduced Price Lunch,2004,Number,20
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2004,Number,116
BUFFALO RE-4,Eligible for Free Lunch,2004,Number,96
BUFFALO RE-4,Eligible for Reduced Price Lunch,2004,Percent,0.0654
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2004,Percent,0.3791
BUFFALO RE-4,Eligible for Free Lunch,2004,Percent,0.3137
BUFFALO RE-4,Eligible for Reduced Price Lunch,2003,Percent,0.11
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2003,Percent,0.37
BUFFALO RE-4,Eligible for Free Lunch,2003,Percent,0.26
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2003,Number,113
BUFFALO RE-4,Eligible for Reduced Price Lunch,2002,Number,30
BUFFALO RE-4,Eligible for Free Lunch,2003,Number,79
BUFFALO RE-4,Eligible for Reduced Price Lunch,2003,Number,34
BUFFALO RE-4,Eligible for Free Lunch,2002,Number,73
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2002,Number,103
BUFFALO RE-4,Eligible for Reduced Price Lunch,2002,Percent,0.09967
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2002,Percent,0.34219
BUFFALO RE-4,Eligible for Free Lunch,2002,Percent,0.24252
BUFFALO RE-4,Eligible for Reduced Price Lunch,2001,Percent,0.0596
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2001,Percent,0.31457
BUFFALO RE-4,Eligible for Free Lunch,2001,Percent,0.25497
BUFFALO RE-4,Eligible for Free Lunch,2001,Number,77
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2001,Number,95
BUFFALO RE-4,Eligible for Reduced Price Lunch,2001,Number,18
BUFFALO RE-4,Eligible for Reduced Price Lunch,2000,Number,31
BUFFALO RE-4,Eligible for Free Lunch,2000,Number,66
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2000,Number,97
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2000,Percent,0.32
BUFFALO RE-4,Eligible for Free Lunch,2000,Percent,0.22
BUFFALO RE-4,Eligible for Reduced Price Lunch,2000,Percent,0.1
Colorado,Eligible for Reduced Price Lunch,2000,Percent,0.07
Colorado,Eligible for Free or Reduced Lunch,2000,Percent,0.27
Colorado,Eligible for Free Lunch,2000,Percent,0.2
Colorado,Eligible for Reduced Price Lunch,2000,Number,50698
Colorado,Eligible for Free Lunch,2000,Number,144451
Colorado,Eligible for Free or Reduced Lunch,2000,Number,195149
Colorado,Eligible for Reduced Price Lunch,2001,Number,51998
Colorado,Eligible for Free or Reduced Lunch,2001,Number,204299
Colorado,Eligible for Free Lunch,2001,Number,152301
Colorado,Eligible for Free Lunch,2001,Percent,0.20522
Colorado,Eligible for Free or Reduced Lunch,2001,Percent,0.27528
Colorado,Eligible for Reduced Price Lunch,2001,Percent,0.07006
Colorado,Eligible for Free Lunch,2002,Percent,0.2196
Colorado,Eligible for Free or Reduced Lunch,2002,Percent,0.28509
Colorado,Eligible for Reduced Price Lunch,2002,Percent,0.06549
Colorado,Eligible for Reduced Price Lunch,2002,Number,49242
Colorado,Eligible for Free or Reduced Lunch,2002,Number,214349
Colorado,Eligible for Free Lunch,2002,Number,165107
Colorado,Eligible for Reduced Price Lunch,2003,Number,47955
Colorado,Eligible for Free or Reduced Lunch,2003,Number,228710
Colorado,Eligible for Free Lunch,2003,Percent,0.24
Colorado,Eligible for Reduced Price Lunch,2003,Percent,0.06
Colorado,Eligible for Free or Reduced Lunch,2003,Percent,0.3
Colorado,Eligible for Free Lunch,2004,Percent,0.2525
Colorado,Eligible for Free or Reduced Lunch,2004,Percent,0.3152
Colorado,Eligible for Free Lunch,2003,Number,180755
Colorado,Eligible for Reduced Price Lunch,2004,Percent,0.0627
Colorado,Eligible for Free Lunch,2004,Number,193587
Colorado,Eligible for Free or Reduced Lunch,2004,Number,241619
Colorado,Eligible for Reduced Price Lunch,2004,Number,48032
Colorado,Eligible for Free or Reduced Lunch,2005,Number,259673
Colorado,Eligible for Free or Reduced Lunch,2005,Percent,0.3326
Colorado,Eligible for Free Lunch,2005,Percent,0.2702
Colorado,Eligible for Reduced Price Lunch,2005,Percent,0.0624
Colorado,Eligible for Free Lunch,2006,Percent,0.2711
Colorado,Eligible for Free or Reduced Lunch,2006,Percent,0.337
Colorado,Eligible for Free Lunch,2005,Number,210939
Colorado,Eligible for Reduced Price Lunch,2005,Number,48734
Colorado,Eligible for Reduced Price Lunch,2006,Percent,0.0659
Colorado,Eligible for Reduced Price Lunch,2006,Number,52323
Colorado,Eligible for Free or Reduced Lunch,2006,Number,267590
Colorado,Eligible for Free Lunch,2006,Number,215267
Colorado,Eligible for Free Lunch,2007,Number,220619
Colorado,Eligible for Free or Reduced Lunch,2007,Number,275560
Colorado,Eligible for Free Lunch,2007,Percent,0.27
Colorado,Eligible for Reduced Price Lunch,2007,Percent,0.07
Colorado,Eligible for Free or Reduced Lunch,2007,Percent,0.34
Colorado,Eligible for Free Lunch,2008,Percent,0.2825
Colorado,Eligible for Free or Reduced Lunch,2008,Percent,0.3536
Colorado,Eligible for Reduced Price Lunch,2008,Percent,0.0711
Colorado,Eligible for Free Lunch,2008,Number,231232
Colorado,Eligible for Free or Reduced Lunch,2008,Number,289404
Colorado,Eligible for Reduced Price Lunch,2008,Number,58172
Colorado,Eligible for Reduced Price Lunch,2013,Number,62848
Colorado,Eligible for Free or Reduced Lunch,2013,Number,367980
Colorado,Eligible for Free Lunch,2013,Number,305132
Colorado,Eligible for Free Lunch,2013,Percent,0.34793
Colorado,Eligible for Reduced Price Lunch,2013,Percent,0.07166
Colorado,Eligible for Free or Reduced Lunch,2013,Percent,0.41959
Colorado,Eligible for Free Lunch,2009,Percent,0.311
Colorado,Eligible for Free or Reduced Lunch,2009,Percent,0.3838
Colorado,Eligible for Reduced Price Lunch,2009,Percent,0.0727
Colorado,Eligible for Reduced Price Lunch,2009,Number,60529
Colorado,Eligible for Free or Reduced Lunch,2009,Number,319428
Colorado,Eligible for Reduced Price Lunch,2010,Number,57168
Colorado,Eligible for Free or Reduced Lunch,2010,Number,336443
Colorado,Eligible for Free Lunch,2010,Number,279275
Colorado,Eligible for Reduced Price Lunch,2007,Number,54941
Colorado,Eligible for Free Lunch,2009,Number,258899
Colorado,Eligible for Free Lunch,2010,Percent,0.331
Colorado,Eligible for Free or Reduced Lunch,2010,Percent,0.399
Colorado,Eligible for Reduced Price Lunch,2010,Percent,0.068
Colorado,Eligible for Free Lunch,2011,Percent,0.3378
Colorado,Eligible for Free or Reduced Lunch,2011,Percent,0.4085
Colorado,Eligible for Free or Reduced Lunch,2011,Number,348930
Colorado,Eligible for Free Lunch,2011,Number,288568
Colorado,Eligible for Free or Reduced Lunch,2012,Number,358899
Colorado,Eligible for Reduced Price Lunch,2012,Number,61732
Colorado,Eligible for Free Lunch,2012,Number,297167
Colorado,Eligible for Free or Reduced Lunch,2012,Percent,0.416
Colorado,Eligible for Free Lunch,2012,Percent,0.344
Colorado,Eligible for Reduced Price Lunch,2012,Percent,0.0715
Colorado,Eligible for Free Lunch,2014,Percent,0.34346
Colorado,Eligible for Free or Reduced Lunch,2014,Percent,0.41593
Colorado,Eligible for Reduced Price Lunch,2014,Percent,0.07246
Colorado,Eligible for Reduced Price Lunch,2014,Number,64418
Colorado,Eligible for Free or Reduced Lunch,2014,Number,369760
Colorado,Eligible for Reduced Price Lunch,2011,Percent,0.0707
Colorado,Eligible for Reduced Price Lunch,2011,Number,60362
Colorado,Eligible for Free Lunch,2014,Number,305342
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2000,Number,604
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2000,Number,1469
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2000,Number,2073
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2000,Percent,0.38
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2000,Percent,0.27
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2000,Percent,0.11
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2001,Number,1536
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2001,Number,2102
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2001,Number,566
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2001,Percent,0.10149
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2001,Percent,0.37691
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2001,Percent,0.27542
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2002,Percent,0.09049
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2002,Percent,0.39151
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2002,Percent,0.30102
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2003,Number,501
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2002,Number,2185
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2002,Number,505
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2002,Number,1680
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2003,Percent,0.09
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2003,Percent,0.39
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2003,Percent,0.3
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2003,Number,1709
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2003,Number,2210
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2004,Number,589
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2004,Number,1886
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2004,Number,2475
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2004,Percent,0.3249
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2004,Percent,0.4264
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2004,Percent,0.1015
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2005,Percent,0.4132
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2005,Percent,0.0862
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2006,Percent,0.0999
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2006,Percent,0.3618
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2006,Percent,0.4618
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2005,Percent,0.3269
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2005,Number,511
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2005,Number,2448
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2005,Number,1937
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2006,Number,617
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2006,Number,2851
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2006,Number,2234
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2007,Number,2461
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2007,Number,3260
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2007,Number,799
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2007,Percent,0.39
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2007,Percent,0.51
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2007,Percent,0.13
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2008,Percent,0.4125
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2008,Percent,0.5468
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2008,Number,2686
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2008,Percent,0.1344
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2008,Number,3561
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2008,Number,875
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2013,Number,563
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2013,Number,3340
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2013,Percent,0.53871
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2013,Percent,0.09081
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2013,Number,2777
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2013,Percent,0.4479
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2009,Percent,0.424
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2009,Percent,0.0929
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2009,Percent,0.5169
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2010,Number,507
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2009,Number,2765
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2009,Number,3371
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2009,Number,606
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2011,Percent,0.5551
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2011,Percent,0.4843
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2011,Percent,0.0709
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2010,Percent,0.079
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2010,Percent,0.553
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2010,Percent,0.474
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2010,Number,3036
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2010,Number,3543
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2011,Number,446
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2011,Number,3048
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2011,Number,3494
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2012,Number,3357
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2012,Number,2825
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2012,Number,532
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2012,Percent,0.54294
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2012,Percent,0.4569
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2012,Percent,0.08604
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2014,Percent,0.50616
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2014,Number,473
MONTROSE COUNTY RE-1J,Eligible for Free or Reduced Lunch,2014,Number,3081
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2014,Number,2608
MONTROSE COUNTY RE-1J,Eligible for Free Lunch,2014,Percent,0.42845
MONTROSE COUNTY RE-1J,Eligible for Reduced Price Lunch,2014,Percent,0.07771
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2014,Percent,0.34463
PLATEAU RE-5,Eligible for Free Lunch,2014,Percent,0.24294
PLATEAU RE-5,Eligible for Free Lunch,2014,Number,43
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2014,Number,61
PLATEAU RE-5,Eligible for Reduced Price Lunch,2014,Number,18
PLATEAU RE-5,Eligible for Reduced Price Lunch,2014,Percent,0.10169
PLATEAU RE-5,Eligible for Reduced Price Lunch,2012,Number,14
PLATEAU RE-5,Eligible for Reduced Price Lunch,2012,Percent,0.07107
PLATEAU RE-5,Eligible for Free Lunch,2012,Percent,0.23858
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2012,Percent,0.30964
PLATEAU RE-5,Eligible for Free Lunch,2012,Number,47
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2012,Number,61
PLATEAU RE-5,Eligible for Reduced Price Lunch,2011,Percent,0.0879
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2011,Percent,0.3516
PLATEAU RE-5,Eligible for Free Lunch,2011,Percent,0.2637
PLATEAU RE-5,Eligible for Free Lunch,2011,Number,48
PLATEAU RE-5,Eligible for Reduced Price Lunch,2011,Number,16
PLATEAU RE-5,Eligible for Free Lunch,2010,Percent,0.347
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2010,Percent,0.443
PLATEAU RE-5,Eligible for Reduced Price Lunch,2010,Percent,0.097
PLATEAU RE-5,Eligible for Free Lunch,2010,Number,61
PLATEAU RE-5,Eligible for Reduced Price Lunch,2010,Number,17
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2010,Number,78
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2011,Number,64
PLATEAU RE-5,Eligible for Free Lunch,2009,Number,42
PLATEAU RE-5,Eligible for Reduced Price Lunch,2009,Number,23
PLATEAU RE-5,Eligible for Reduced Price Lunch,2009,Percent,0.1411
PLATEAU RE-5,Eligible for Free Lunch,2009,Percent,0.2577
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2009,Percent,0.3988
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2009,Number,65
PLATEAU RE-5,Eligible for Reduced Price Lunch,2013,Number,18
PLATEAU RE-5,Eligible for Reduced Price Lunch,2013,Percent,0.09184
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2013,Percent,0.31122
PLATEAU RE-5,Eligible for Free Lunch,2013,Percent,0.21939
PLATEAU RE-5,Eligible for Free Lunch,2013,Number,43
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2013,Number,61
PLATEAU RE-5,Eligible for Free Lunch,2008,Percent,0.2988
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2008,Number,62
PLATEAU RE-5,Eligible for Reduced Price Lunch,2008,Number,13
PLATEAU RE-5,Eligible for Free Lunch,2008,Number,49
PLATEAU RE-5,Eligible for Reduced Price Lunch,2008,Percent,0.0793
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2008,Percent,0.378
PLATEAU RE-5,Eligible for Free Lunch,2007,Percent,0.34
PLATEAU RE-5,Eligible for Reduced Price Lunch,2007,Number,14
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2007,Percent,0.43
PLATEAU RE-5,Eligible for Reduced Price Lunch,2007,Percent,0.09
PLATEAU RE-5,Eligible for Free Lunch,2007,Number,54
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2007,Number,68
PLATEAU RE-5,Eligible for Free Lunch,2006,Number,40
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2006,Number,68
PLATEAU RE-5,Eligible for Free Lunch,2006,Percent,0.2395
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2006,Percent,0.4072
PLATEAU RE-5,Eligible for Reduced Price Lunch,2006,Percent,0.1677
PLATEAU RE-5,Eligible for Reduced Price Lunch,2006,Number,28
PLATEAU RE-5,Eligible for Free Lunch,2005,Percent,0.2711
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2005,Percent,0.4096
PLATEAU RE-5,Eligible for Reduced Price Lunch,2005,Number,23
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2005,Number,68
PLATEAU RE-5,Eligible for Free Lunch,2005,Number,45
PLATEAU RE-5,Eligible for Reduced Price Lunch,2005,Percent,0.1386
PLATEAU RE-5,Eligible for Reduced Price Lunch,2004,Number,27
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2004,Percent,0.4286
PLATEAU RE-5,Eligible for Reduced Price Lunch,2004,Percent,0.1607
PLATEAU RE-5,Eligible for Free Lunch,2004,Number,45
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2004,Number,72
PLATEAU RE-5,Eligible for Free Lunch,2004,Percent,0.2679
PLATEAU RE-5,Eligible for Reduced Price Lunch,2003,Percent,0.18
PLATEAU RE-5,Eligible for Reduced Price Lunch,2003,Number,28
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2003,Number,70
PLATEAU RE-5,Eligible for Free Lunch,2003,Number,42
PLATEAU RE-5,Eligible for Free Lunch,2003,Percent,0.27
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2003,Percent,0.46
PLATEAU RE-5,Eligible for Free Lunch,2002,Number,32
PLATEAU RE-5,Eligible for Free Lunch,2002,Percent,0.20253
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2002,Percent,0.39873
PLATEAU RE-5,Eligible for Reduced Price Lunch,2002,Percent,0.1962
PLATEAU RE-5,Eligible for Reduced Price Lunch,2002,Number,31
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2002,Number,63
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2001,Percent,0.40741
PLATEAU RE-5,Eligible for Reduced Price Lunch,2001,Percent,0.24074
PLATEAU RE-5,Eligible for Reduced Price Lunch,2001,Number,39
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2001,Number,66
PLATEAU RE-5,Eligible for Free Lunch,2001,Number,27
PLATEAU RE-5,Eligible for Free Lunch,2001,Percent,0.16667
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2000,Percent,0.34
PLATEAU RE-5,Eligible for Free Lunch,2000,Percent,0.2
PLATEAU RE-5,Eligible for Reduced Price Lunch,2000,Percent,0.14
PLATEAU RE-5,Eligible for Reduced Price Lunch,2000,Number,26
PLATEAU RE-5,Eligible for Free Lunch,2000,Number,36
PLATEAU RE-5,Eligible for Free or Reduced Lunch,2000,Number,62
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2000,Number,31
PLATEAU VALLEY 50,Eligible for Free Lunch,2000,Number,80
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2000,Number,111
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2000,Percent,0.2
PLATEAU VALLEY 50,Eligible for Free Lunch,2000,Percent,0.15
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2000,Percent,0.06
PLATEAU VALLEY 50,Eligible for Free Lunch,2001,Percent,0.13308
PLATEAU VALLEY 50,Eligible for Free Lunch,2001,Number,70
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2001,Number,121
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2001,Number,51
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2001,Percent,0.09696
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2001,Percent,0.23004
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2002,Number,113
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2002,Number,33
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2002,Percent,0.07006
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2002,Percent,0.23992
PLATEAU VALLEY 50,Eligible for Free Lunch,2002,Percent,0.16985
PLATEAU VALLEY 50,Eligible for Free Lunch,2002,Number,80
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2003,Percent,0.26
PLATEAU VALLEY 50,Eligible for Free Lunch,2003,Percent,0.19
PLATEAU VALLEY 50,Eligible for Free Lunch,2003,Number,94
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2003,Number,131
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2003,Number,37
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2003,Percent,0.07
PLATEAU VALLEY 50,Eligible for Free Lunch,2004,Percent,0.1897
PLATEAU VALLEY 50,Eligible for Free or Reduced Lunch,2004,Number,115
PLATEAU VALLEY 50,Eligible for Free Lunch,2004,Number,92
PLATEAU VALLEY 50,Eligible for Reduced Price Lunch,2004,Percent,0.0474
