Location,Poverty Level,TimeFrame,DataFormat,Data
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2012,Number,180
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2012,Percent,0.40336
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2012,Percent,0.13129
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2014,Percent,0.40498
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2014,Percent,0.11916
ARCHULETA COUNTY 50 JT,Eligible for Reduced Price Lunch,2014,Number,158
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2014,Percent,0.52413
ARCHULETA COUNTY 50 JT,Eligible for Free or Reduced Lunch,2014,Number,695
ARCHULETA COUNTY 50 JT,Eligible for Free Lunch,2014,Number,537
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2000,Percent,0.09
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2000,Percent,0.35
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2000,Percent,0.26
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2000,Number,87
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2000,Number,323
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2000,Number,236
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2001,Number,97
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2001,Number,333
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2001,Number,236
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2001,Percent,0.25295
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2001,Percent,0.35691
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2001,Percent,0.10397
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2002,Percent,0.32397
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2002,Percent,0.41145
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2002,Percent,0.08747
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2002,Number,81
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2002,Number,381
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2002,Number,300
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2003,Number,103
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2003,Number,426
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2003,Number,323
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2003,Percent,0.36
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2003,Percent,0.47
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2004,Percent,0.3506
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2003,Percent,0.11
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2004,Percent,0.4368
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2004,Percent,0.0862
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2004,Number,305
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2004,Number,380
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2004,Number,75
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2005,Number,400
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2005,Number,306
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2005,Percent,0.4802
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2005,Number,94
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2005,Percent,0.3673
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2005,Percent,0.1128
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2006,Percent,0.3505
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2006,Percent,0.4654
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2006,Percent,0.1149
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2006,Number,98
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2006,Number,397
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2006,Number,299
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2007,Number,319
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2007,Number,391
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2007,Number,72
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2007,Percent,0.38
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2007,Percent,0.47
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2008,Percent,0.4169
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2007,Percent,0.09
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2008,Percent,0.4834
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2008,Percent,0.0665
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2008,Number,351
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2008,Number,407
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2008,Number,56
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2013,Number,79
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2013,Number,388
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2013,Number,309
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2013,Percent,0.40392
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2013,Percent,0.50719
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2009,Percent,0.4387
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2013,Percent,0.10327
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2009,Percent,0.5368
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2009,Percent,0.098
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2009,Number,80
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2009,Number,438
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2010,Number,56
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2009,Number,358
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2010,Number,441
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2010,Number,385
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2010,Percent,0.455
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2010,Percent,0.521
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2010,Percent,0.066
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2011,Percent,0.4453
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2011,Percent,0.5296
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2011,Number,421
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2011,Percent,0.0843
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2011,Number,354
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2011,Number,67
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2012,Number,384
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2012,Number,319
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2012,Percent,0.4987
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2012,Number,65
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2012,Percent,0.41429
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2012,Percent,0.08442
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2014,Percent,0.38502
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2014,Percent,0.08279
AULT-HIGHLAND RE-9,Eligible for Reduced Price Lunch,2014,Number,63
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2014,Percent,0.46781
AULT-HIGHLAND RE-9,Eligible for Free or Reduced Lunch,2014,Number,356
AULT-HIGHLAND RE-9,Eligible for Free Lunch,2014,Number,293
BENNETT 29J,Eligible for Free or Reduced Lunch,2000,Percent,0.14
BENNETT 29J,Eligible for Free Lunch,2000,Percent,0.07
BENNETT 29J,Eligible for Reduced Price Lunch,2000,Percent,0.07
BENNETT 29J,Eligible for Free or Reduced Lunch,2000,Number,136
BENNETT 29J,Eligible for Reduced Price Lunch,2001,Number,51
BENNETT 29J,Eligible for Free or Reduced Lunch,2001,Number,116
BENNETT 29J,Eligible for Free Lunch,2001,Number,65
BENNETT 29J,Eligible for Reduced Price Lunch,2000,Number,70
BENNETT 29J,Eligible for Free Lunch,2000,Number,66
BENNETT 29J,Eligible for Free Lunch,2001,Percent,0.06487
BENNETT 29J,Eligible for Free or Reduced Lunch,2001,Percent,0.11577
BENNETT 29J,Eligible for Reduced Price Lunch,2001,Percent,0.0509
BENNETT 29J,Eligible for Free Lunch,2002,Percent,0.08599
BENNETT 29J,Eligible for Free or Reduced Lunch,2002,Percent,0.17198
BENNETT 29J,Eligible for Reduced Price Lunch,2002,Percent,0.08599
BENNETT 29J,Eligible for Reduced Price Lunch,2002,Number,89
BENNETT 29J,Eligible for Free or Reduced Lunch,2002,Number,178
BENNETT 29J,Eligible for Free Lunch,2002,Number,89
BENNETT 29J,Eligible for Reduced Price Lunch,2003,Number,87
BENNETT 29J,Eligible for Free or Reduced Lunch,2003,Number,198
BENNETT 29J,Eligible for Free Lunch,2003,Number,111
BENNETT 29J,Eligible for Free Lunch,2003,Percent,0.1
BENNETT 29J,Eligible for Free or Reduced Lunch,2003,Percent,0.19
BENNETT 29J,Eligible for Free Lunch,2004,Percent,0.1156
BENNETT 29J,Eligible for Reduced Price Lunch,2003,Percent,0.08
BENNETT 29J,Eligible for Free or Reduced Lunch,2004,Percent,0.1818
BENNETT 29J,Eligible for Reduced Price Lunch,2004,Percent,0.0662
BENNETT 29J,Eligible for Free Lunch,2004,Number,131
BENNETT 29J,Eligible for Free or Reduced Lunch,2004,Number,206
BENNETT 29J,Eligible for Reduced Price Lunch,2004,Number,75
BENNETT 29J,Eligible for Free or Reduced Lunch,2005,Number,218
BENNETT 29J,Eligible for Free Lunch,2005,Number,141
BENNETT 29J,Eligible for Free or Reduced Lunch,2005,Percent,0.1936
BENNETT 29J,Eligible for Reduced Price Lunch,2005,Number,77
BENNETT 29J,Eligible for Free Lunch,2005,Percent,0.1252
BENNETT 29J,Eligible for Reduced Price Lunch,2005,Percent,0.0684
BENNETT 29J,Eligible for Free Lunch,2006,Percent,0.1279
BENNETT 29J,Eligible for Free or Reduced Lunch,2006,Percent,0.1944
BENNETT 29J,Eligible for Reduced Price Lunch,2006,Percent,0.0665
BENNETT 29J,Eligible for Reduced Price Lunch,2006,Number,78
BENNETT 29J,Eligible for Free or Reduced Lunch,2006,Number,228
BENNETT 29J,Eligible for Free Lunch,2006,Number,150
BENNETT 29J,Eligible for Free Lunch,2007,Number,148
BENNETT 29J,Eligible for Free or Reduced Lunch,2007,Number,265
BENNETT 29J,Eligible for Reduced Price Lunch,2007,Number,117
BENNETT 29J,Eligible for Free Lunch,2007,Percent,0.13
BENNETT 29J,Eligible for Free or Reduced Lunch,2007,Percent,0.23
BENNETT 29J,Eligible for Free Lunch,2008,Percent,0.1519
BENNETT 29J,Eligible for Reduced Price Lunch,2007,Percent,0.1
BENNETT 29J,Eligible for Free or Reduced Lunch,2008,Percent,0.223
BENNETT 29J,Eligible for Reduced Price Lunch,2008,Percent,0.0711
BENNETT 29J,Eligible for Free Lunch,2008,Number,173
BENNETT 29J,Eligible for Free or Reduced Lunch,2008,Number,254
BENNETT 29J,Eligible for Reduced Price Lunch,2008,Number,81
BENNETT 29J,Eligible for Reduced Price Lunch,2013,Number,79
BENNETT 29J,Eligible for Free or Reduced Lunch,2013,Number,335
BENNETT 29J,Eligible for Free Lunch,2013,Number,256
BENNETT 29J,Eligible for Free Lunch,2013,Percent,0.25271
BENNETT 29J,Eligible for Free or Reduced Lunch,2013,Percent,0.3307
BENNETT 29J,Eligible for Free Lunch,2009,Percent,0.1881
BENNETT 29J,Eligible for Reduced Price Lunch,2013,Percent,0.07799
BENNETT 29J,Eligible for Free or Reduced Lunch,2009,Percent,0.2804
BENNETT 29J,Eligible for Reduced Price Lunch,2009,Percent,0.0923
BENNETT 29J,Eligible for Reduced Price Lunch,2009,Number,104
BENNETT 29J,Eligible for Free or Reduced Lunch,2009,Number,316
BENNETT 29J,Eligible for Reduced Price Lunch,2010,Number,85
BENNETT 29J,Eligible for Free Lunch,2009,Number,212
BENNETT 29J,Eligible for Free or Reduced Lunch,2010,Number,334
BENNETT 29J,Eligible for Free Lunch,2010,Number,249
BENNETT 29J,Eligible for Free Lunch,2010,Percent,0.217
BENNETT 29J,Eligible for Free or Reduced Lunch,2010,Percent,0.29
BENNETT 29J,Eligible for Reduced Price Lunch,2010,Percent,0.074
BENNETT 29J,Eligible for Free Lunch,2011,Percent,0.2332
BENNETT 29J,Eligible for Free or Reduced Lunch,2011,Percent,0.2903
BENNETT 29J,Eligible for Free or Reduced Lunch,2011,Number,315
BENNETT 29J,Eligible for Reduced Price Lunch,2011,Percent,0.0571
BENNETT 29J,Eligible for Free Lunch,2011,Number,253
BENNETT 29J,Eligible for Reduced Price Lunch,2011,Number,62
BENNETT 29J,Eligible for Free or Reduced Lunch,2012,Number,332
BENNETT 29J,Eligible for Free Lunch,2012,Number,250
BENNETT 29J,Eligible for Free or Reduced Lunch,2012,Percent,0.31801
BENNETT 29J,Eligible for Reduced Price Lunch,2012,Number,82
BENNETT 29J,Eligible for Free Lunch,2012,Percent,0.23946
BENNETT 29J,Eligible for Reduced Price Lunch,2012,Percent,0.07854
BENNETT 29J,Eligible for Free Lunch,2014,Percent,0.23726
BENNETT 29J,Eligible for Reduced Price Lunch,2014,Percent,0.08434
BENNETT 29J,Eligible for Reduced Price Lunch,2014,Number,91
BENNETT 29J,Eligible for Free or Reduced Lunch,2014,Percent,0.32159
BENNETT 29J,Eligible for Free or Reduced Lunch,2014,Number,347
BENNETT 29J,Eligible for Free Lunch,2014,Number,256
BETHUNE R-5,Eligible for Free Lunch,2014,Number,61
BETHUNE R-5,Eligible for Free or Reduced Lunch,2014,Number,83
BETHUNE R-5,Eligible for Free or Reduced Lunch,2014,Percent,0.7094
BETHUNE R-5,Eligible for Reduced Price Lunch,2014,Number,22
BETHUNE R-5,Eligible for Reduced Price Lunch,2014,Percent,0.18803
BETHUNE R-5,Eligible for Free Lunch,2014,Percent,0.52137
BETHUNE R-5,Eligible for Reduced Price Lunch,2012,Percent,0.21805
BETHUNE R-5,Eligible for Free Lunch,2012,Percent,0.4812
BETHUNE R-5,Eligible for Reduced Price Lunch,2012,Number,29
BETHUNE R-5,Eligible for Free or Reduced Lunch,2012,Percent,0.69925
BETHUNE R-5,Eligible for Free Lunch,2012,Number,64
BETHUNE R-5,Eligible for Free or Reduced Lunch,2012,Number,93
BETHUNE R-5,Eligible for Reduced Price Lunch,2011,Number,20
BETHUNE R-5,Eligible for Free Lunch,2011,Number,64
BETHUNE R-5,Eligible for Reduced Price Lunch,2011,Percent,0.1504
BETHUNE R-5,Eligible for Free or Reduced Lunch,2011,Number,84
BETHUNE R-5,Eligible for Free or Reduced Lunch,2011,Percent,0.6316
BETHUNE R-5,Eligible for Free Lunch,2011,Percent,0.4812
BETHUNE R-5,Eligible for Reduced Price Lunch,2010,Percent,2
BETHUNE R-5,Eligible for Free or Reduced Lunch,2010,Percent,0.662
BETHUNE R-5,Eligible for Free Lunch,2010,Percent,0.462
BETHUNE R-5,Eligible for Free Lunch,2010,Number,60
BETHUNE R-5,Eligible for Free or Reduced Lunch,2010,Number,86
BETHUNE R-5,Eligible for Free Lunch,2009,Number,53
BETHUNE R-5,Eligible for Reduced Price Lunch,2010,Number,26
BETHUNE R-5,Eligible for Free or Reduced Lunch,2009,Number,88
BETHUNE R-5,Eligible for Reduced Price Lunch,2009,Number,35
BETHUNE R-5,Eligible for Reduced Price Lunch,2009,Percent,0.2778
BETHUNE R-5,Eligible for Free or Reduced Lunch,2009,Percent,0.6984
BETHUNE R-5,Eligible for Reduced Price Lunch,2013,Percent,0.15909
BETHUNE R-5,Eligible for Free Lunch,2009,Percent,0.4206
BETHUNE R-5,Eligible for Free or Reduced Lunch,2013,Percent,0.68939
BETHUNE R-5,Eligible for Free Lunch,2013,Percent,0.5303
BETHUNE R-5,Eligible for Free Lunch,2013,Number,70
BETHUNE R-5,Eligible for Free or Reduced Lunch,2013,Number,91
BETHUNE R-5,Eligible for Reduced Price Lunch,2013,Number,21
BETHUNE R-5,Eligible for Reduced Price Lunch,2008,Number,28
BETHUNE R-5,Eligible for Free or Reduced Lunch,2008,Number,83
BETHUNE R-5,Eligible for Free Lunch,2008,Number,55
BETHUNE R-5,Eligible for Reduced Price Lunch,2008,Percent,0.2171
BETHUNE R-5,Eligible for Free or Reduced Lunch,2008,Percent,0.6434
BETHUNE R-5,Eligible for Reduced Price Lunch,2007,Percent,0.18
BETHUNE R-5,Eligible for Free Lunch,2008,Percent,0.4264
BETHUNE R-5,Eligible for Free or Reduced Lunch,2007,Percent,0.61
BETHUNE R-5,Eligible for Free Lunch,2007,Percent,0.44
BETHUNE R-5,Eligible for Reduced Price Lunch,2007,Number,22
BETHUNE R-5,Eligible for Free or Reduced Lunch,2007,Number,76
BETHUNE R-5,Eligible for Free Lunch,2007,Number,54
BETHUNE R-5,Eligible for Free Lunch,2006,Number,57
BETHUNE R-5,Eligible for Free or Reduced Lunch,2006,Number,78
BETHUNE R-5,Eligible for Reduced Price Lunch,2006,Number,21
BETHUNE R-5,Eligible for Reduced Price Lunch,2006,Percent,0.1641
BETHUNE R-5,Eligible for Free or Reduced Lunch,2006,Percent,0.6094
BETHUNE R-5,Eligible for Free Lunch,2006,Percent,0.4453
BETHUNE R-5,Eligible for Reduced Price Lunch,2005,Percent,0.1513
BETHUNE R-5,Eligible for Free Lunch,2005,Percent,0.4538
BETHUNE R-5,Eligible for Reduced Price Lunch,2005,Number,18
BETHUNE R-5,Eligible for Free or Reduced Lunch,2005,Percent,0.605
BETHUNE R-5,Eligible for Free Lunch,2005,Number,54
BETHUNE R-5,Eligible for Free or Reduced Lunch,2005,Number,72
BETHUNE R-5,Eligible for Reduced Price Lunch,2004,Number,8
BETHUNE R-5,Eligible for Free or Reduced Lunch,2004,Number,62
BETHUNE R-5,Eligible for Free Lunch,2004,Number,54
BETHUNE R-5,Eligible for Reduced Price Lunch,2004,Percent,0.0714
BETHUNE R-5,Eligible for Free or Reduced Lunch,2004,Percent,0.5536
BETHUNE R-5,Eligible for Reduced Price Lunch,2003,Percent,0.1
BETHUNE R-5,Eligible for Free Lunch,2004,Percent,0.4821
BETHUNE R-5,Eligible for Free or Reduced Lunch,2003,Percent,0.49
BETHUNE R-5,Eligible for Free Lunch,2003,Percent,0.38
BETHUNE R-5,Eligible for Free Lunch,2003,Number,41
BETHUNE R-5,Eligible for Free or Reduced Lunch,2003,Number,52
BETHUNE R-5,Eligible for Reduced Price Lunch,2003,Number,11
BETHUNE R-5,Eligible for Free Lunch,2002,Number,44
BETHUNE R-5,Eligible for Free or Reduced Lunch,2002,Number,50
BETHUNE R-5,Eligible for Reduced Price Lunch,2002,Number,6
BETHUNE R-5,Eligible for Reduced Price Lunch,2002,Percent,0.05128
BETHUNE R-5,Eligible for Free or Reduced Lunch,2002,Percent,0.42735
BETHUNE R-5,Eligible for Free Lunch,2002,Percent,0.37607
BETHUNE R-5,Eligible for Reduced Price Lunch,2001,Percent,0.08759
BETHUNE R-5,Eligible for Free or Reduced Lunch,2001,Percent,0.46715
BETHUNE R-5,Eligible for Free Lunch,2001,Percent,0.37956
BETHUNE R-5,Eligible for Reduced Price Lunch,2000,Number,40
BETHUNE R-5,Eligible for Free Lunch,2000,Number,50
BETHUNE R-5,Eligible for Free or Reduced Lunch,2000,Number,90
BETHUNE R-5,Eligible for Free Lunch,2001,Number,52
BETHUNE R-5,Eligible for Free or Reduced Lunch,2001,Number,64
BETHUNE R-5,Eligible for Reduced Price Lunch,2001,Number,12
BETHUNE R-5,Eligible for Free or Reduced Lunch,2000,Percent,0.55
BETHUNE R-5,Eligible for Free Lunch,2000,Percent,0.3
BETHUNE R-5,Eligible for Reduced Price Lunch,2000,Percent,0.24
BOULDER VALLEY RE 2,Eligible for Free Lunch,2014,Number,5335
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2014,Number,6197
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2014,Percent,0.2005
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2014,Number,862
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2014,Percent,0.02789
BOULDER VALLEY RE 2,Eligible for Free Lunch,2014,Percent,0.17261
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2012,Percent,0.03066
BOULDER VALLEY RE 2,Eligible for Free Lunch,2012,Percent,0.15695
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2012,Number,921
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2012,Percent,0.18761
BOULDER VALLEY RE 2,Eligible for Free Lunch,2012,Number,4715
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2012,Number,5636
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2011,Number,897
BOULDER VALLEY RE 2,Eligible for Free Lunch,2011,Number,4665
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2011,Percent,0.0301
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2011,Number,5562
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2011,Percent,0.1868
BOULDER VALLEY RE 2,Eligible for Free Lunch,2011,Percent,0.1566
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2010,Percent,0.029
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2010,Percent,0.184
BOULDER VALLEY RE 2,Eligible for Free Lunch,2010,Percent,0.154
BOULDER VALLEY RE 2,Eligible for Free Lunch,2010,Number,4554
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2010,Number,5423
BOULDER VALLEY RE 2,Eligible for Free Lunch,2009,Number,4008
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2010,Number,869
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2009,Number,4922
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2009,Number,914
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2009,Percent,0.0315
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2009,Percent,0.1697
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2013,Percent,0.02377
BOULDER VALLEY RE 2,Eligible for Free Lunch,2009,Percent,0.1382
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2013,Percent,0.18582
BOULDER VALLEY RE 2,Eligible for Free Lunch,2013,Percent,0.16205
BOULDER VALLEY RE 2,Eligible for Free Lunch,2013,Number,4950
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2013,Number,5676
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2013,Number,726
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2008,Number,808
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2008,Number,4879
BOULDER VALLEY RE 2,Eligible for Free Lunch,2008,Number,4071
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2008,Percent,0.028
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2008,Percent,0.169
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2007,Percent,0.03
BOULDER VALLEY RE 2,Eligible for Free Lunch,2008,Percent,0.141
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2007,Percent,0.17
BOULDER VALLEY RE 2,Eligible for Free Lunch,2007,Percent,0.14
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2007,Number,834
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2007,Number,4772
BOULDER VALLEY RE 2,Eligible for Free Lunch,2007,Number,3938
BOULDER VALLEY RE 2,Eligible for Free Lunch,2006,Number,4122
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2006,Number,5011
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2006,Number,889
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2006,Percent,0.0316
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2006,Percent,0.1779
BOULDER VALLEY RE 2,Eligible for Free Lunch,2006,Percent,0.1463
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2005,Percent,0.0236
BOULDER VALLEY RE 2,Eligible for Free Lunch,2005,Percent,0.137
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2005,Number,659
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2005,Percent,0.1606
BOULDER VALLEY RE 2,Eligible for Free Lunch,2005,Number,3827
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2005,Number,4486
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2004,Number,649
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2004,Number,3791
BOULDER VALLEY RE 2,Eligible for Free Lunch,2004,Number,3142
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2004,Percent,0.0232
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2004,Percent,0.1358
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2003,Percent,0.02
BOULDER VALLEY RE 2,Eligible for Free Lunch,2004,Percent,0.1125
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2003,Percent,0.13
BOULDER VALLEY RE 2,Eligible for Free Lunch,2003,Percent,0.11
BOULDER VALLEY RE 2,Eligible for Free Lunch,2003,Number,2983
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2003,Number,3638
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2003,Number,655
BOULDER VALLEY RE 2,Eligible for Free Lunch,2002,Number,2653
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2002,Number,3382
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2002,Number,729
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2002,Percent,0.02626
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2002,Percent,0.12181
BOULDER VALLEY RE 2,Eligible for Free Lunch,2002,Percent,0.09556
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2001,Percent,0.02793
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2001,Percent,0.1198
BOULDER VALLEY RE 2,Eligible for Free Lunch,2001,Percent,0.09187
BOULDER VALLEY RE 2,Eligible for Free Lunch,2001,Number,2569
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2001,Number,3350
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2001,Number,781
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2000,Number,822
BOULDER VALLEY RE 2,Eligible for Free Lunch,2000,Number,2372
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2000,Number,3194
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2000,Percent,0.12
BOULDER VALLEY RE 2,Eligible for Free Lunch,2000,Percent,0.09
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2000,Percent,0.03
BUFFALO RE-4,Eligible for Free or Reduced Lunch,2014,Number,80
BUFFALO RE-4,Eligible for Reduced Price Lunch,2014,Number,34
BUFFALO RE-4,Eligible for Free Lunch,2014,Number,46
